datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2012-10-01 22:00:00,284.612694207,282.152167983,289.359995208,281.738144422,291.825457015,291.612333968,293.315427514,296.792339029,285.789705458,284.548203687,289.582432525,290.305316138,288.591717172,290.321756909,287.355757058,286.296830686,285.036460649,287.68757352,284.30959596,294.150227607,284.903192823,298.960153173,288.653448143,300.005011799,281.533178251,286.318360639,286.412138531,288.881784113,285.939766635,287.550728063,305.667321531,303.975054276,309.821923077,304.4,304.4,303.5
2012-10-01 23:00:00,284.610650819,282.160782484,289.345620508,281.730760395,291.820115951,291.622188095,293.304463295,296.815317839,285.869098867,284.540815957,289.617280492,290.373108879,288.628484848,290.362272102,287.413522242,286.310778768,285.159181859,287.720850175,284.362121212,294.164588381,285.007368271,299.0545186,288.653857634,300.039073561,281.596729611,286.325338099,286.505754873,288.961047606,285.952906221,287.596307559,305.421008499,303.931227554,309.737692308,304.4,304.4,303.5
2012-10-02 00:00:00,284.608607431,282.169396985,289.331245807,281.723376369,291.814774888,291.632042222,293.293499075,296.83829665,285.948492276,284.533428226,289.652128459,290.440901621,288.665252525,290.402787295,287.471287426,286.32472685,285.281903068,287.75412683,284.414646465,294.178949156,285.11154372,299.148884026,288.654267125,300.073135324,281.66028097,286.332315559,286.599371215,289.040311099,285.966045806,287.641887055,305.174695468,303.887400832,309.653461538,304.4,304.4,303.5
2012-10-02 01:00:00,284.606564043,282.178011486,289.316871107,281.715992342,291.809433824,291.641896349,293.282534855,296.861275461,286.027885684,284.526040496,289.686976426,290.508694362,288.702020202,290.443302488,287.52905261,286.338674932,285.404624277,287.787403485,284.467171717,294.193309931,285.215719168,299.243249453,288.654676616,300.107197086,281.723832329,286.339293019,286.692987557,289.119574592,285.979185391,287.687466551,304.928382437,303.84357411,309.569230769,304.4,304.4,303.5
2012-10-02 02:00:00,284.604520655,282.186625987,289.302496406,281.708608316,291.804092761,291.651750476,293.271570636,296.884254271,286.107279093,284.518652765,289.721824394,290.576487103,288.738787879,290.483817682,287.586817794,286.352623014,285.527345487,287.82068014,284.51969697,294.207670705,285.319894617,299.33761488,288.655086107,300.141258849,281.787383688,286.346270479,286.786603898,289.198838085,285.992324977,287.733046047,304.682069406,303.799747388,309.485,304.4,304.4,303.5
2012-10-02 03:00:00,284.602477267,282.195240488,289.288121706,281.70122429,291.798751698,291.661604603,293.260606416,296.907233082,286.186672502,284.511265035,289.756672361,290.644279845,288.775555556,290.524332875,287.644582978,286.366571096,285.650066696,287.853956795,284.572222222,294.22203148,285.424070066,299.431980306,288.655495598,300.175320611,281.850935048,286.353247939,286.88022024,289.278101578,286.005464562,287.778625543,304.435756375,303.755920666,309.400769231,304.4,304.4,303.5
2012-10-02 04:00:00,284.600433879,282.203854989,289.273747005,281.693840263,291.793410634,291.67145873,293.249642196,296.930211893,286.266065911,284.503877304,289.791520328,290.712072586,288.812323232,290.564848068,287.702348162,286.380519179,285.772787906,287.88723345,284.624747475,294.236392254,285.528245514,299.526345733,288.655905089,300.209382374,281.914486407,286.360225399,286.973836582,289.357365071,286.018604147,287.824205039,304.189443343,303.712093943,309.316538462,304.4,304.4,303.5
2012-10-02 05:00:00,284.598390491,282.21246949,289.259372305,281.686456237,291.788069571,291.681312857,293.238677977,296.953190704,286.34545932,284.496489574,289.826368295,290.779865328,288.849090909,290.605363261,287.760113345,286.394467261,285.895509115,287.920510105,284.677272727,294.250753029,285.632420963,299.62071116,288.65631458,300.243444137,281.978037766,286.367202859,287.067452924,289.436628564,286.031743732,287.869784535,303.943130312,303.668267221,309.232307692,304.4,304.4,303.5
2012-10-02 06:00:00,284.596347103,282.221083991,289.244997604,281.679072211,291.782728507,291.691166984,293.227713757,296.976169514,286.424852729,284.489101844,289.861216262,290.847658069,288.885858586,290.645878454,287.817878529,286.408415343,286.018230325,287.95378676,284.72979798,294.265113803,285.736596411,299.715076586,288.656724071,300.277505899,282.041589126,286.374180319,287.161069266,289.515892057,286.044883318,287.915364031,303.696817281,303.624440499,309.148076923,304.4,304.4,303.5
2012-10-02 07:00:00,284.594303716,282.229698492,289.230622904,281.671688184,291.777387444,291.701021111,293.216749538,296.999148325,286.504246138,284.481714113,289.89606423,290.91545081,288.922626263,290.686393648,287.875643713,286.422363425,286.140951534,287.987063415,284.782323232,294.279474578,285.84077186,299.809442013,288.657133562,300.311567662,282.105140485,286.38115778,287.254685607,289.595155549,286.058022903,287.960943528,303.45050425,303.580613777,309.063846154,304.4,304.4,303.5
2012-10-02 08:00:00,284.592260328,282.238312994,289.216248203,281.664304158,291.772046381,291.710875238,293.205785318,297.022127136,286.583639547,284.474326383,289.930912197,290.983243552,288.959393939,290.726908841,287.933408897,286.436311507,286.263672743,288.02034007,284.834848485,294.293835353,285.944947308,299.90380744,288.657543053,300.345629424,282.168691844,286.38813524,287.348301949,289.674419042,286.071162488,288.006523024,303.204191218,303.536787055,308.979615385,304.4,304.4,303.5
2012-10-02 09:00:00,284.59021694,282.246927495,289.201873503,281.656920132,291.766705317,291.720729365,293.194821098,297.045105946,286.663032956,284.466938652,289.965760164,291.051036293,288.996161616,290.767424034,287.991174081,286.450259589,286.386393953,288.053616725,284.887373737,294.308196127,286.049122757,299.998172867,288.657952545,300.379691187,282.232243204,286.3951127,287.441918291,289.753682535,286.084302074,288.05210252,302.957878187,303.492960333,308.895384615,304.4,304.4,303.5
2012-10-02 10:00:00,284.588173552,282.255541996,289.187498802,281.649536105,291.761364254,291.730583492,293.183856879,297.068084757,286.742426364,284.459550922,290.000608131,291.118829034,289.032929293,290.807939227,288.048939265,286.464207671,286.509115162,288.08689338,284.93989899,294.322556902,286.153298206,300.092538293,288.658362036,300.41375295,282.295794563,286.40209016,287.535534633,289.832946028,286.097441659,288.097682016,302.711565156,303.449133611,308.811153846,304.4,304.4,303.5
2012-10-02 11:00:00,284.586130164,282.264156497,289.173124102,281.642152079,291.75602319,291.740437619,293.172892659,297.091063568,286.821819773,284.452163191,290.035456098,291.186621776,289.06969697,290.84845442,288.106704448,286.478155754,286.631836372,288.120170035,284.992424242,294.336917676,286.257473654,300.18690372,288.658771527,300.447814712,282.359345922,286.40906762,287.629150975,289.912209521,286.110581244,288.143261512,302.465252125,303.405306889,308.726923077,304.4,304.4,303.5
2012-10-02 12:00:00,284.584086776,282.272770998,289.158749401,281.634768053,291.750682127,291.750291746,293.161928439,297.114042379,286.901213182,284.444775461,290.070304066,291.254414517,289.106464646,290.888969614,288.164469632,286.492103836,286.754557581,288.15344669,285.044949495,294.351278451,286.361649103,300.281269147,288.659181018,300.481876475,282.422897281,286.41604508,287.722767316,289.991473014,286.123720829,288.188841008,302.218939094,303.361480166,308.642692308,304.4,304.4,303.5
2012-10-02 13:00:00,284.582043388,282.281385499,289.144374701,281.627384026,291.745341063,291.760145873,293.15096422,297.137021189,286.980606591,284.43738773,290.105152033,291.322207259,289.143232323,290.929484807,288.222234816,286.506051918,286.877278791,288.186723345,285.097474747,294.365639225,286.465824551,300.375634573,288.659590509,300.515938237,282.486448641,286.42302254,287.816383658,290.070736507,286.136860415,288.234420504,301.972626062,303.317653444,308.558461538,304.4,304.4,303.5
2012-10-02 14:00:00,284.58,282.29,289.13,281.62,291.74,291.77,293.14,297.16,287.06,284.43,290.14,291.39,289.18,290.97,288.28,286.52,287.0,288.22,285.15,294.38,286.57,300.47,288.66,300.55,282.55,286.43,287.91,290.15,286.15,288.28,301.726313031,303.273826722,308.474230769,304.4,304.4,303.5
2012-10-02 15:00:00,284.85,282.51,290.73,282.71,293.97,294.91,296.38,300.76,289.91,285.31,295.0,293.97,293.94,292.01,289.36,287.63,289.3,289.28,286.47,295.01,289.14,302.28,288.6,300.72,285.51,288.04,290.58,291.32,287.55,289.54,301.48,303.23,308.39,304.4,304.4,303.5
2012-10-02 16:00:00,286.26,284.44,293.02,285.05,295.59,296.3,297.02,303.48,291.47,286.45,295.95,295.52,294.88,292.86,289.58,287.9,289.85,289.67,287.47,295.04,289.6,302.7,288.65,300.91,287.07,289.21,291.7,291.78,288.14,289.78,300.925,302.77,307.35,304.4,304.4,303.5
2012-10-02 17:00:00,286.77,287.86,296.18,287.97,297.93,300.13,300.24,306.32,292.86,287.84,297.16,297.44,296.73,294.21,290.13,289.02,290.92,290.72,288.665,295.26,290.77,304.02,288.65,300.69,288.89,289.35,292.57,292.74,288.69,290.44,300.37,301.61,305.87,304.4,304.4,303.5
2012-10-02 18:00:00,288.95,292.26,299.66,290.61,303.83,303.98,305.1,308.77,295.52,289.18,296.47,299.64,298.73,296.53,291.14,291.21,291.25,292.26,289.86,295.14,291.44,304.81,288.91,299.85,291.07,289.27,293.74,293.82,288.94,291.41,302.04,301.38,304.1,302.4,302.4,300.2
2012-10-02 19:00:00,289.51,292.73,300.03,292.06,305.03,303.9,305.47,309.24,295.95,289.77,294.23,300.19,299.86,296.48,291.72,291.27,291.18,292.63,290.15,295.46,291.02,304.6,289.25,299.34,291.07,289.19,294.09,294.08,288.94,291.59,301.48,301.49,303.1,302.4,302.4,300.2
2012-10-02 20:00:00,289.67,295.57,301.07,293.68,306.12,304.22,306.7,310.7,297.24,290.57,293.35,301.13,299.93,296.58,293.17,291.62,290.85,293.82,289.45,295.77,291.21,303.64,289.59,299.31,291.07,288.87,294.15,294.72,288.69,291.8,299.26,301.15,302.1,302.4,302.4,300.2
2012-10-02 21:00:00,290.29,297.94,302.29,295.32,307.66,302.81,307.22,311.54,298.06,290.84,295.25,301.12,300.25,296.71,293.86,291.42,290.55,293.24,288.45,296.28,291.23,302.45,289.7,299.72,290.38,289.61,293.94,294.85,288.55,291.6,298.71,301.32,302.05,302.4,302.4,300.2
2012-10-02 22:00:00,291.09,300.0,304.7,295.18,307.71,303.38,308.79,311.28,297.94,291.29,295.99,301.05,299.78,297.89,294.14,291.22,289.99,292.87,287.45,295.97,290.71,300.51,289.64,299.29,289.44,289.53,292.06,293.2,288.22,290.86,298.71,299.98,297.15,302.4,302.4,300.2
2012-10-02 23:00:00,291.18,300.55,304.86,296.11,306.87,301.85,308.79,312.01,298.01,291.01,292.81,300.34,299.31,296.13,293.1,290.52,289.12,292.46,287.15,295.41,289.29,299.66,289.83,299.15,288.59,288.75,290.1,290.98,287.92,289.88,298.71,300.26,296.15,302.4,302.4,300.2
2012-10-03 00:00:00,291.26,300.37,304.08,295.24,305.7,301.66,308.29,311.47,296.84,290.03,292.78,299.2,298.96,295.46,290.97,289.75,288.08,291.94,286.56,295.36,287.95,299.02,289.81,298.66,288.16,287.67,289.69,289.84,287.67,288.72,298.15,300.26,299.71,302.4,302.4,300.2
2012-10-03 01:00:00,290.62,299.05,302.69,294.38,303.69,299.69,306.22,308.97,294.38,287.07,291.52,296.83,295.98,295.36,289.38,288.74,287.94,290.52,286.56,295.51,287.58,298.66,290.36,298.27,288.34,287.36,289.28,288.99,287.41,288.05,297.59,299.21,294.15,302.4,302.4,300.2
2012-10-03 02:00:00,288.11,296.42,300.52,292.28,302.02,298.08,303.27,306.11,291.86,285.71,290.9,296.17,294.15,294.94,288.61,288.15,287.31,289.74,286.15,295.16,287.14,298.52,290.48,298.08,288.16,285.5,289.06,288.8,285.86,287.62,297.59,299.49,293.15,302.4,302.4,300.2
2012-10-03 03:00:00,287.21,294.4,298.56,291.12,300.42,297.74,301.1,304.29,291.42,284.66,290.76,295.99,293.55,293.73,287.16,287.86,287.09,289.91,285.86,295.21,286.96,298.07,291.07,297.88,288.05,285.34,288.96,288.6,285.8,287.07,297.04,299.21,298.71,302.4,302.4,300.2
2012-10-03 04:00:00,286.6,293.37,297.94,289.93,299.64,295.85,300.45,302.52,291.71,283.5,290.63,295.79,293.195,292.64,285.45,287.13,286.7,289.41,285.15,295.1,286.99,297.95,291.54,297.92,287.61,284.66,288.63,288.54,285.36,286.63,297.59,298.72,300.16,302.4,302.4,300.2
2012-10-03 05:00:00,285.96,292.12,296.95,287.87,299.62,295.39,298.96,301.27,291.18,282.66,290.26,294.88,292.84,291.56,284.63,286.46,286.87,288.88,285.005,294.93,286.83,297.82,292.46,297.76,287.73,283.52,288.82,288.6,285.62,286.28,298.71,300.2,301.3,302.4,302.4,300.2
2012-10-03 06:00:00,285.63,290.46,294.14,287.14,296.38,294.28,298.14,300.17,289.46,282.84,289.92,293.89,291.83,290.93,283.47,285.73,286.87,288.56,284.86,295.04,286.74,297.89,293.2,297.76,287.72,283.44,288.86,288.85,285.47,286.18,303.71,302.41,302.115,303.11,303.11,302.53
2012-10-03 07:00:00,284.71,289.34,293.46,286.54,295.2,294.02,296.17,298.52,288.43,282.25,289.41,292.69,291.48,290.53,281.18,284.56,286.56,288.22,285.15,294.12,286.11,297.89,294.45,297.5,287.44,284.13,288.97,289.05,284.76,286.2,303.71,303.66,302.93,303.11,303.11,302.53
2012-10-03 08:00:00,284.78,289.21,293.32,286.16,295.2,293.74,297.14,298.24,287.8,282.25,289.28,292.32,291.17,289.29,281.09,284.34,286.56,288.22,285.15,294.07,286.11,297.89,294.51,297.56,287.44,284.22,289.08,289.17,284.69,286.15,305.37,305.28,302.93,303.11,303.11,302.53
2012-10-03 09:00:00,284.24,287.51,292.39,285.31,294.66,293.23,296.43,297.21,287.16,281.96,289.36,291.83,290.98,288.61,279.53,283.82,286.64,287.93,285.15,293.51,286.52,297.51,294.98,297.1,287.57,284.98,289.12,289.36,284.66,286.12,309.26,305.74,305.49,303.11,303.11,302.53
2012-10-03 10:00:00,284.17,286.36,291.96,284.3,294.22,292.75,296.44,296.13,286.26,282.24,289.16,291.38,290.66,288.04,278.62,283.52,286.56,287.93,285.15,292.65,286.15,297.51,295.5,297.43,288.02,285.29,289.26,289.5,284.47,286.42,309.82,305.02,306.35,303.11,303.11,302.53
2012-10-03 11:00:00,283.25,285.53,291.52,283.96,293.86,292.58,295.56,295.67,286.03,282.77,289.24,291.08,290.625,287.92,278.23,283.35,286.38,287.93,285.15,292.06,286.23,297.51,295.56,297.69,288.02,285.83,289.47,289.56,283.75,286.57,310.93,304.22,308.16,303.11,303.11,302.53
2012-10-03 12:00:00,283.29,284.575,291.135,283.595,293.235,291.76,293.68,293.35,284.71,283.635,289.11,290.885,290.59,286.94,278.175,282.78,287.31,287.93,285.15,291.6,286.31,297.83,295.98,298.08,289.46,286.83,290.26,290.37,284.41,288.6,305.93,303.08,309.68,301.705,300.3,301.915
2012-10-03 13:00:00,283.35,283.62,290.75,283.23,292.61,292.17,293.38,294.11,284.32,284.5,289.23,290.69,290.59,287.05,278.12,284.08,288.24,287.93,285.56,291.5,286.45,298.61,296.36,298.99,289.79,287.03,291.05,291.18,285.07,289.55,304.82,302.62,310.75,300.3,300.3,301.3
2012-10-03 14:00:00,282.53,283.09,290.26,283.5,292.44,292.03,292.26,295.13,285.49,285.84,290.18,291.85,291.39,288.56,282.48,286.3,290.58,288.22,285.86,291.98,287.46,300.01,298.06,299.99,290.62,287.91,291.52,292.88,286.34,291.51,303.15,302.12,308.47,300.3,300.3,301.3
2012-10-03 15:00:00,282.83,284.01,292.67,284.57,295.15,295.613333333,295.346666667,298.64,287.816666667,288.886666667,292.3,293.04,293.496666667,289.993333333,285.643333333,288.24,291.313333333,288.76,286.193333333,292.43,288.696666667,301.233333333,298.146666667,300.933333333,291.223333333,288.84,291.71,292.263333333,287.556666667,292.243333333,301.67,302.736666667,306.19,300.3,300.3,301.3
2012-10-03 16:00:00,283.13,284.93,295.08,285.64,297.86,299.196666667,298.433333333,302.15,290.143333333,291.933333333,294.42,294.23,295.603333333,291.426666667,288.806666667,290.18,292.046666667,289.3,286.526666667,292.88,289.933333333,302.456666667,298.233333333,301.876666667,291.826666667,289.77,291.9,291.646666667,288.773333333,292.976666667,300.19,303.353333333,303.91,300.3,300.3,301.3
2012-10-03 17:00:00,283.43,285.85,297.49,286.71,300.57,302.78,301.52,305.66,292.47,294.98,296.54,295.42,297.71,292.86,291.97,292.12,292.78,289.84,286.86,293.33,291.17,303.68,298.32,302.82,292.43,290.7,292.09,291.03,289.99,293.71,298.71,303.97,306.97,300.3,300.3,301.3
2012-10-03 18:00:00,283.92,286.9,299.48,287.42,303.11,304.45,303.95,306.95,294.53,297.14,297.93,297.66,298.65,294.31,293.23,293.1,293.02,290.6,287.86,293.44,292.59,302.26,299.79,302.44,294.17,292.02,291.48,290.7,291.13,293.01,298.15,300.05,306.3,300.2,300.2,300.9
2012-10-03 19:00:00,285.06,288.11,301.24,288.61,304.07,305.31,305.76,308.79,295.58,298.21,298.78,298.83,299.2,294.89,294.31,294.3,292.96,290.3,288.56,293.29,293.06,303.89,299.93,300.65,294.88,290.75,291.73,290.75,291.97,292.07,297.59,300.22,305.11,300.2,300.2,300.9
2012-10-03 20:00:00,286.23,289.44,302.04,289.13,304.01,305.88,307.0,309.8,296.2,299.32,299.1,299.47,300.0,295.47,295.17,294.21,292.76,290.18,288.56,293.55,293.65,304.32,299.35,300.88,295.73,290.58,291.83,290.62,292.09,290.76,297.04,300.05,304.11,300.2,300.2,300.9
2012-10-03 21:00:00,286.73,290.68,303.25,289.41,304.76,305.16,308.22,311.03,297.86,299.53,299.36,299.27,300.04,295.41,295.13,294.1,292.49,289.84,289.44,293.63,293.29,302.17,299.62,301.47,295.89,290.84,291.81,290.62,292.21,290.25,297.59,300.05,302.235,300.2,300.2,300.9
2012-10-03 22:00:00,287.455,291.91,302.875,289.18,304.18,303.63,309.035,311.22,298.38,299.185,298.98,298.66,298.81,295.985,294.395,293.01,291.5,289.57,289.295,293.165,292.56,301.12,298.455,300.535,295.215,289.825,291.905,290.425,291.38,290.02,297.315,299.63,300.36,300.2,300.2,300.9
2012-10-03 23:00:00,288.18,293.14,302.5,288.95,303.6,302.1,309.85,311.41,298.9,298.84,298.6,298.05,297.58,296.56,293.66,291.92,290.51,289.3,289.15,292.7,291.83,300.07,297.29,299.6,294.54,288.81,292.0,290.23,290.55,289.79,297.04,299.21,299.71,300.2,300.2,300.9
2012-10-04 00:00:00,288.24,292.83,302.81,288.79,302.31,302.17,309.6,311.4,298.78,296.0,296.91,296.86,295.79,294.9,290.65,290.51,289.87,289.03,289.15,291.9,290.86,299.62,295.51,296.99,293.51,287.96,291.99,290.3,289.0,289.56,296.48,297.86,298.71,300.2,300.2,300.9
2012-10-04 01:00:00,286.5,291.37,301.91,287.47,300.72,300.28,307.33,308.64,296.16,292.12,293.73,294.92,293.54,292.77,288.19,289.77,289.8,288.66,289.15,291.57,290.16,299.04,294.14,297.31,292.96,287.62,291.76,290.44,287.96,289.46,295.93,297.86,293.15,300.2,300.2,300.9
2012-10-04 02:00:00,285.39,289.27,299.96,286.01,299.11,297.77,305.8,306.04,294.63,290.94,291.73,293.73,292.81,291.48,287.1,289.61,289.94,287.93,288.86,291.1,289.96,298.97,293.84,297.46,292.28,287.11,291.76,290.19,285.9,289.49,295.37,297.86,297.71,300.2,300.2,300.9
2012-10-04 03:00:00,284.26,287.0,297.82,284.85,297.84,296.63,303.29,303.48,292.57,290.83,290.62,293.12,292.44,289.16,286.25,289.36,289.93,287.66,288.45,290.58,289.48,298.79,293.57,297.88,291.94,287.28,291.62,290.12,285.61,289.53,295.37,296.81,298.78,300.2,300.2,300.9
2012-10-04 04:00:00,283.46,285.73,296.56,283.91,296.17,294.99,301.78,302.46,292.06,289.76,289.79,292.43,291.71,287.16,285.26,289.0,289.91,286.82,287.45,290.28,289.04,298.15,293.38,298.16,291.25,287.36,291.53,290.13,285.08,289.59,295.37,297.09,300.55,300.2,300.2,300.9
2012-10-04 05:00:00,283.74,284.0,296.01,283.31,294.99,294.41,300.82,300.13,290.23,288.49,288.78,291.87,290.59,287.86,284.55,288.74,290.0,286.19,287.15,289.93,288.86,297.71,293.18,298.35,291.53,287.87,291.29,290.19,283.67,289.62,302.04,299.78,299.26,300.3,300.3,301.3
2012-10-04 06:00:00,282.71,282.84,294.68,283.07,294.18,293.98,299.64,298.9,288.77,288.59,288.52,290.86,290.33,284.72,283.47,288.63,289.86,285.41,287.15,288.99,289.19,297.26,293.3,298.57,291.53,287.87,291.15,290.24,283.2,289.68,303.71,302.06,299.95,299.84,299.84,301.53
2012-10-04 07:00:00,282.44,282.24,293.92,283.15,293.97,293.51,299.53,298.38,288.61,288.94,288.34,290.56,290.23,284.48,283.17,288.52,289.86,285.29,287.005,288.75,288.98,297.26,293.23,298.51,291.53,287.87,291.18,290.13,283.14,289.64,306.48,303.09,300.64,299.84,299.84,301.53
2012-10-04 08:00:00,281.56,281.43,293.67,282.51,293.13,292.4,298.22,297.51,288.61,288.01,286.62,289.57,289.73,285.54,282.04,288.19,290.29,284.89,286.86,288.06,289.04,297.02,292.86,298.1,291.18,287.7,291.26,290.19,282.83,289.47,310.37,303.89,301.97,299.84,299.84,301.53
2012-10-04 09:00:00,281.42,281.09,293.41,281.98,292.96,292.26,298.0,296.84,288.9,287.34,286.62,289.46,289.59,285.14,281.69,288.19,290.13,284.74,286.655,287.93,289.47,296.95,292.79,297.96,291.43,287.7,291.34,290.31,283.24,289.47,309.26,304.25,303.3,299.84,299.84,301.53
2012-10-04 10:00:00,281.3,280.67,291.81,281.49,292.28,292.17,296.63,295.68,286.88,287.12,287.13,288.98,289.09,284.7,281.32,288.1,289.8,284.55,286.45,287.53,289.18,297.02,292.47,298.1,292.05,287.89,291.46,290.43,283.3,289.47,309.82,303.57,304.87,299.84,299.84,301.53
2012-10-04 11:00:00,280.97,280.77,291.16,281.14,291.78,291.34,295.47,295.04,286.35,285.02,287.07,288.57,289.23,284.54,280.74,288.04,289.53,284.47,286.45,287.39,288.64,297.02,292.07,298.28,292.23,287.84,291.62,290.63,283.02,289.41,307.59,303.06,305.87,299.84,299.84,301.53
2012-10-04 12:00:00,280.92,281.7,290.4,280.59,291.46,290.99,295.31,294.22,286.09,285.23,286.53,288.36,288.82,283.84,280.57,287.85,289.34,284.44,286.45,287.66,288.64,297.25,292.24,298.99,292.23,287.94,291.94,290.84,283.38,289.73,305.37,302.73,307.35,298.7,298.7,298.5
2012-10-04 13:00:00,280.91,281.44,289.99,279.65,291.35,290.84,293.39,293.93,287.84,286.1,286.78,289.05,289.48,284.74,281.86,288.67,289.14,285.65,286.45,288.58,288.98,297.65,292.6,300.66,292.55,288.49,292.21,291.25,284.55,290.19,303.15,302.22,307.68,298.7,298.7,298.5
2012-10-04 14:00:00,280.04,282.77,290.19,279.15,291.32,290.72,294.94,294.64,287.74,286.46,287.87,291.33,290.14,287.0,284.98,289.8,289.07,286.83,286.45,289.52,290.02,298.28,295.32,302.25,292.73,288.91,293.22,292.58,285.7,290.7,300.93,301.42,308.75,298.7,298.7,298.5
2012-10-04 15:00:00,280.15,283.79,291.28,279.72,292.95,293.68,296.49,297.71,290.84,288.74,291.8,293.88,294.13,290.29,289.18,291.45,289.4,289.6,286.86,291.45,290.51,299.68,296.92,303.1,293.69,288.72,294.25,292.58,286.85,290.96,298.71,300.34,307.68,298.7,298.7,298.5
